names,scores,logfoldchanges,pvals,pvals_adj,target_gene,condition
CDC42EP3,3.307101,0.46118826,0.0009426692670662916,0.048277696891308654,JAK1,Co-culture
NF2,3.3038278,0.4519853,0.0009537440652181142,0.04873961050528432,JAK1,Co-culture
ZNF706,3.3019352,0.12282922,0.0009602023656185301,0.048964125792573296,JAK1,Co-culture
DTL,3.2990654,0.57296395,0.0009700730064903255,0.04936131143755064,JAK1,Co-culture
NDUFA1,3.2983363,0.12961781,0.0009725956083709844,0.04938369821347491,JAK1,Co-culture
TRIP6,3.2949855,0.22943076,0.0009842671436638654,0.0497632036472443,JAK1,Co-culture
GYG1,-3.2958543,-0.4700169,0.0009812288004611195,0.049715592556696726,JAK1,Co-culture
SYF2,-3.310343,-0.34955126,0.00093181699088975,0.04799806197689583,JAK1,Co-culture
LGMN,-3.3216362,-0.5275829,0.0008949130828586465,0.04715595337943162,JAK1,Co-culture
EFEMP1,-3.339615,-0.37294233,0.0008389455420652445,0.044703543131350734,JAK1,Co-culture
MFSD12,-3.3410888,-0.3835834,0.0008345050785160421,0.0445670820310189,JAK1,Co-culture
GOLM1,-3.368453,-0.43594077,0.0007559129177091011,0.04092284727104613,JAK1,Co-culture
SLC16A4,-3.370454,-0.5568773,0.0007504441004697273,0.04078169293984427,JAK1,Co-culture
TRIM56,-3.3875954,-0.376908,0.000705081827767515,0.03870115810190582,JAK1,Co-culture
STEAP1,-3.3923268,-0.72512263,0.0006930174125625595,0.03822880158123364,JAK1,Co-culture
BET1,-3.412462,-0.34292173,0.0006437889707703449,0.03608870939694189,JAK1,Co-culture
CDC25B,-3.4399657,-0.41613683,0.000581787831874156,0.03308238146139086,JAK1,Co-culture
TGM2,-3.4406483,-0.72962546,0.0005803223407149073,0.03307837342074972,JAK1,Co-culture
NBN,-3.4731627,-0.422843,0.0005143637224260683,0.029820519770579295,JAK1,Co-culture
AURKA,-3.4785144,-0.3098145,0.0005042013908481553,0.029302998479881028,JAK1,Co-culture
POLR3D,-3.4965556,-0.50256336,0.00047130653049781604,0.02766242685931736,JAK1,Co-culture
IER3,-3.498696,-0.13447213,0.00046753900115912146,0.027509391552072177,JAK1,Co-culture
IGSF8,-3.5049787,-0.6863662,0.00045664372248045227,0.027002334033557316,JAK1,Co-culture
LURAP1L,-3.508562,-0.74064684,0.00045053595674131926,0.02677470828634126,JAK1,Co-culture
ATG101,-3.5102994,-0.3522966,0.0004476021388025946,0.026667190741927447,JAK1,Co-culture
EIF5A2,-3.5123162,-0.4749584,0.0004442191767218392,0.026599305854616794,JAK1,Co-culture
CCND3,-3.5147362,-0.35169616,0.00044019112618940245,0.026424840466336988,JAK1,Co-culture
TSKU,-3.5203362,-0.4228517,0.00043100017602770555,0.02613779072626331,JAK1,Co-culture
CREG1,-3.530714,-0.5112383,0.00041443954079779593,0.025327810287106543,JAK1,Co-culture
PAPSS1,-3.5460093,-0.42313415,0.00039111225844280236,0.024214239875184673,JAK1,Co-culture
SELENOS,-3.5544791,-0.3663404,0.0003787284100076067,0.02369500806886641,JAK1,Co-culture
IL13RA1,-3.571124,-0.5391109,0.0003554523006832393,0.022536056026205804,JAK1,Co-culture
NELFE,-3.5747852,-0.3751496,0.0003505156226651188,0.022282644623687127,JAK1,Co-culture
CASP8,-3.5818744,-0.5007726,0.00034113784354235514,0.021862325800206285,JAK1,Co-culture
CLMP,-3.602351,-0.6600919,0.0003153522710818733,0.02058959554297124,JAK1,Co-culture
LY6E,-3.6163588,-0.12512004,0.0002987762595058793,0.019624882729649334,JAK1,Co-culture
AP3S1,-3.6368818,-0.34512419,0.00027595848234955513,0.018227096193517135,JAK1,Co-culture
SLPI,-3.6599956,-0.5486257,0.00025221970344045945,0.016894445220282977,JAK1,Co-culture
VCAM1,-3.686708,-0.61600155,0.00022717372459171045,0.015479147579076546,JAK1,Co-culture
NAPRT,-3.69206,-0.49593222,0.0002224450770377667,0.015200627281612462,JAK1,Co-culture
ZC3HAV1,-3.6976755,-0.6045427,0.00021758286169920054,0.014911343400611107,JAK1,Co-culture
MCL1,-3.6980476,-0.35877877,0.00021726405788922084,0.014911343400611107,JAK1,Co-culture
PTP4A1,-3.7319117,-0.4035053,0.0001900322193859128,0.013371050403794552,JAK1,Co-culture
APOL3,-3.7642086,-1.8679404,0.00016707733516913318,0.012078468815641726,JAK1,Co-culture
SP140L,-3.7984447,-0.5140571,0.0001456068415908566,0.010755854915272249,JAK1,Co-culture
PRKAR1A,-3.8369315,-0.26657516,0.00012458125463788092,0.009407868503100103,JAK1,Co-culture
OSMR,-3.838219,-0.9330157,0.0001239299600709125,0.009407868503100103,JAK1,Co-culture
STC1,-3.8822591,-0.5208497,0.00010349055786915461,0.008098904647502951,JAK1,Co-culture
OGFR,-3.8839655,-0.4784072,0.00010276654154442008,0.008068874944044003,JAK1,Co-culture
CFLAR,-3.8839965,-0.540299,0.00010275342196923485,0.008068874944044003,JAK1,Co-culture
TMEM132A,-3.8894722,-0.65547544,0.0001004624174100199,0.00801276774872866,JAK1,Co-culture
GYPC,-3.898299,-0.49123257,9.687077197435937e-05,0.007812924302911596,JAK1,Co-culture
ADPRHL2,-3.9322715,-0.48670605,8.414698181339479e-05,0.00685667777580487,JAK1,Co-culture
HAS1,-3.9411757,-0.3394993,8.108323666141134e-05,0.0066298127852254685,JAK1,Co-culture
S100A11,-3.9424167,-0.080606,8.066470131301149e-05,0.006618413140256499,JAK1,Co-culture
REX1BD,-3.9778783,-0.4915378,6.953295615048498e-05,0.005805512169860211,JAK1,Co-culture
CXCL8,-3.9843159,-0.3828724,6.767478292767827e-05,0.005670333755410273,JAK1,Co-culture
SLC35F6,-4.0105476,-0.7886591,6.0578074614588415e-05,0.005148484965093622,JAK1,Co-culture
RAB20,-4.016489,-0.84981585,5.907163432159448e-05,0.005038512924581469,JAK1,Co-culture
MED8,-4.017389,-0.5025857,5.884662161055713e-05,0.005037440764005526,JAK1,Co-culture
DRAM1,-4.025874,-0.8842786,5.676407441224448e-05,0.004876774392982395,JAK1,Co-culture
MKNK2,-4.0277977,-0.30971634,5.630178427925339e-05,0.004854646941198751,JAK1,Co-culture
MOV10,-4.0377564,-0.95791996,5.396479705039656e-05,0.0047387891419444295,JAK1,Co-culture
CIR1,-4.0919886,-0.47569808,4.276899967351631e-05,0.003841433788857647,JAK1,Co-culture
NAMPT,-4.095029,-0.16054286,4.221157564519739e-05,0.0038057828201479866,JAK1,Co-culture
TAGLN2,-4.100381,-0.0823043,4.1247101506804555e-05,0.003761735657420576,JAK1,Co-culture
TIMP1,-4.105283,-0.09285943,4.0382078423821216e-05,0.0036970650331492223,JAK1,Co-culture
DTX3L,-4.147151,-1.7609327,3.366380717685224e-05,0.0031426621881004736,JAK1,Co-culture
ADARB1,-4.1615777,-0.7070914,3.160565017575571e-05,0.002973941178442537,JAK1,Co-culture
IL15RA,-4.2218747,-1.3549633,2.4227862708627074e-05,0.0023544716415859228,JAK1,Co-culture
GCH1,-4.23686,-0.90055776,2.2666741472492627e-05,0.002230181634007241,JAK1,Co-culture
PTPN12,-4.2741833,-0.4335634,1.918393389979936e-05,0.001943971968513002,JAK1,Co-culture
NEAT1,-4.289572,-0.3007016,1.7901814831563232e-05,0.0018296889365777042,JAK1,Co-culture
TNFRSF14,-4.2930775,-1.3520272,1.7621357047385618e-05,0.0018088208584744925,JAK1,Co-culture
USP30-AS1,-4.30572,-2.5968893,1.6644342118804273e-05,0.0017310115803556444,JAK1,Co-culture
DYNLT1,-4.3087606,-0.23297057,1.6417200441441357e-05,0.001714910382676024,JAK1,Co-culture
IFIT3,-4.3193555,-1.2002503,1.56485465419493e-05,0.0016491481582342304,JAK1,Co-culture
SHISA5,-4.3358455,-0.49448392,1.452009661177427e-05,0.0015439485688717107,JAK1,Co-culture
TGIF1,-4.348783,-0.51608497,1.3689516864606483e-05,0.001462188395916887,JAK1,Co-culture
ERP44,-4.3759766,-0.47156048,1.2089013377743262e-05,0.001320989332779024,JAK1,Co-culture
SEPT6,-4.380506,-0.80284095,1.1840403833512214e-05,0.001299813220834452,JAK1,Co-culture
RBCK1,-4.3936143,-0.21407636,1.1148164713106799e-05,0.0012295129380334344,JAK1,Co-culture
CALCOCO2,-4.4030147,-0.49796188,1.0675694394407695e-05,0.0011829068480382957,JAK1,Co-culture
CD55,-4.421661,-0.48314276,9.794516344651497e-06,0.001095507413039511,JAK1,Co-culture
TNIP1,-4.466957,-0.40855944,7.933994998767274e-06,0.0009044754298594693,JAK1,Co-culture
SAMHD1,-4.4853244,-1.1469325,7.28031661922968e-06,0.0008339655443245128,JAK1,Co-culture
SMOX,-4.4972067,-0.5192398,6.885202628490673e-06,0.0008003035525822101,JAK1,Co-culture
ITM2B,-4.526122,-0.22688937,6.0075874312693765e-06,0.0007122595658512973,JAK1,Co-culture
CSF1,-4.538982,-0.78215665,5.6526459977509106e-06,0.000678891832028673,JAK1,Co-culture
BCL3,-4.555379,-0.7522086,5.2291272527331526e-06,0.0006326176806980027,JAK1,Co-culture
SLC22A4,-4.5873966,-0.9749726,4.4880756577585345e-06,0.000551405440397774,JAK1,Co-culture
TBX2,-4.5920196,-1.1663976,4.389776667962343e-06,0.0005449758342969794,JAK1,Co-culture
LINC00944,-4.6268296,-0.9534906,3.713060029634405e-06,0.00046584169006714816,JAK1,Co-culture
VEGFA,-4.6493382,-0.5064611,3.3300188211721593e-06,0.0004245236897184637,JAK1,Co-culture
CHST11,-4.6674414,-1.0373559,3.0497388486709828e-06,0.0003930185194548171,JAK1,Co-culture
RUNX3,-4.6903687,-0.9105298,2.727130653629317e-06,0.0003533646014145266,JAK1,Co-culture
NLRC5,-4.7545595,-1.9787908,1.9887942582115804e-06,0.00026686092437286916,JAK1,Co-culture
MDK,-4.7751446,-0.25106615,1.795780207350304e-06,0.00024613607096352834,JAK1,Co-culture
IL6,-4.7859106,-0.92392683,1.7021392940513158e-06,0.0002346577147706093,JAK1,Co-culture
IRF3,-4.7891526,-0.53176767,1.6748709395128532e-06,0.00023224877027911564,JAK1,Co-culture
IFI44L,-4.799639,-1.9841535,1.5895183978352616e-06,0.00022302165828088594,JAK1,Co-culture
STAT3,-4.8005853,-0.7094958,1.582025555309685e-06,0.00022302165828088594,JAK1,Co-culture
GUK1,-4.816548,-0.09556398,1.460632500614381e-06,0.00020739232248244432,JAK1,Co-culture
TRIM38,-4.8272357,-0.9340959,1.3844113447379117e-06,0.00019775398678569496,JAK1,Co-culture
CXCL1,-4.82978,-0.82923126,1.3668405110461219e-06,0.00019642740726015542,JAK1,Co-culture
MIDN,-4.8674445,-0.7311038,1.1305066391079828e-06,0.00016547267547239807,JAK1,Co-culture
CXCL2,-4.871105,-1.2252522,1.1097568107453e-06,0.00016344443165461215,JAK1,Co-culture
RSPO3,-4.872889,-1.3658909,1.0997789514064011e-06,0.00016298724059842865,JAK1,Co-culture
OAF,-4.928207,-0.6451559,8.298770682406501e-07,0.00012614131437257883,JAK1,Co-culture
PSMA4,-4.944278,-0.16726243,7.64266197127009e-07,0.00011691793591145572,JAK1,Co-culture
CEBPB,-5.008034,-0.16956098,5.498871018827053e-07,8.522171869178241e-05,JAK1,Co-culture
C3,-5.0394006,-1.2608507,4.6699177165077234e-07,7.431750932471888e-05,JAK1,Co-culture
TRIB3,-5.089382,-0.5226276,3.5923211376238546e-07,5.755481001036273e-05,JAK1,Co-culture
PSMB10,-5.2022047,-1.4986727,1.9693808894050906e-07,3.26559158388626e-05,JAK1,Co-culture
TYMP,-5.220711,-0.8584753,1.782373191934495e-07,2.9763121920528692e-05,JAK1,Co-culture
IRF2,-5.229677,-1.1455609,1.6980605911726605e-07,2.855632109069938e-05,JAK1,Co-culture
TSPAN18,-5.2332764,-0.93606293,1.6653148292363723e-07,2.82056751648949e-05,JAK1,Co-culture
CARHSP1,-5.2370925,-0.43902716,1.6312601666101745e-07,2.7827655446518315e-05,JAK1,Co-culture
PML,-5.2378993,-0.8184239,1.6241483285350024e-07,2.7827655446518315e-05,JAK1,Co-culture
ADAR,-5.240164,-0.5840712,1.604340366984993e-07,2.776796991383077e-05,JAK1,Co-culture
RAB31,-5.265356,-0.77429855,1.399177627953671e-07,2.4575777714101812e-05,JAK1,Co-culture
APOBEC3G,-5.280031,-1.0102535,1.291619559908891e-07,2.2855882839223598e-05,JAK1,Co-culture
PSMB8-AS1,-5.294008,-2.1710691,1.1966426156306105e-07,2.1496052804418968e-05,JAK1,Co-culture
DESI1,-5.3108854,-0.6908641,1.0909383961574676e-07,2.003297459254512e-05,JAK1,Co-culture
PMAIP1,-5.398283,-0.54996186,6.728163236508583e-08,1.2463922395632152e-05,JAK1,Co-culture
PAPPA,-5.4091883,-0.7364665,6.331098766374997e-08,1.1820709759707396e-05,JAK1,Co-culture
LGALS3,-5.4232116,-0.24598108,5.8537573490630385e-08,1.1016213830236728e-05,JAK1,Co-culture
LGALS3BP,-5.484936,-0.16516003,4.1361884121050504e-08,7.909459647406046e-06,JAK1,Co-culture
CARD16,-5.4860377,-0.79646903,4.1104963837757455e-08,7.909459647406046e-06,JAK1,Co-culture
HSBP1L1,-5.5202737,-0.55627465,3.384720965672449e-08,6.6329341766962915e-06,JAK1,Co-culture
AGTRAP,-5.5314426,-0.46261394,3.176076299091606e-08,6.275926767005013e-06,JAK1,Co-culture
NMI,-5.563259,-0.8569299,2.6478261284429297e-08,5.276071693919223e-06,JAK1,Co-culture
PARP9,-5.5899405,-1.3441997,2.2714750278118055e-08,4.564509818599452e-06,JAK1,Co-culture
STOM,-5.6195383,-0.76811194,1.9146837158237574e-08,3.880425664069482e-06,JAK1,Co-culture
IFI6,-5.644327,-1.0461171,1.6582826622688034e-08,3.3897584903205055e-06,JAK1,Co-culture
TFPI2,-5.74308,-0.17967756,9.296969381984609e-09,1.9337696314527985e-06,JAK1,Co-culture
FPR1,-5.777239,-0.91671056,7.593650140409226e-09,1.6207029495877117e-06,JAK1,Co-culture
SOCS3,-5.7989097,-1.3951479,6.674744110876891e-09,1.4388321123373894e-06,JAK1,Co-culture
TRIM69,-5.8072553,-1.8550271,6.350519413077199e-09,1.3815001497512528e-06,JAK1,Co-culture
MVP,-5.9020214,-0.8635673,3.5907427097269537e-09,7.957354311499581e-07,JAK1,Co-culture
CCDC71L,-5.922157,-1.0101374,3.1774642800303447e-09,7.107927642271655e-07,JAK1,Co-culture
GFPT2,-5.945084,-0.8573777,2.7631457563704866e-09,6.299972324524709e-07,JAK1,Co-culture
SERPINB1,-6.008236,-0.9594584,1.8755289133567493e-09,4.317722484807305e-07,JAK1,Co-culture
OPTN,-6.0601096,-0.9382488,1.360287094052181e-09,3.19357698754112e-07,JAK1,Co-culture
PLSCR1,-6.060699,-0.8079411,1.355310713670559e-09,3.19357698754112e-07,JAK1,Co-culture
XAF1,-6.1171494,-2.076788,9.52640980736622e-10,2.3050023403292635e-07,JAK1,Co-culture
NUCB1,-6.1393476,-0.6262615,8.286099830716839e-10,2.0440427369025304e-07,JAK1,Co-culture
CASP4,-6.141349,-0.59553546,8.182365584397884e-10,2.042318449865712e-07,JAK1,Co-culture
CD47,-6.1590176,-0.5534298,7.319757595920014e-10,1.8464477884516528e-07,JAK1,Co-culture
GSTK1,-6.19344,-0.57045037,5.886512488974603e-10,1.5008707971888796e-07,JAK1,Co-culture
DNPEP,-6.2818303,-0.4116068,3.3460989709510006e-10,8.624206391216318e-08,JAK1,Co-culture
BAK1,-6.3821654,-0.948515,1.7460123882582075e-10,4.6001606389309575e-08,JAK1,Co-culture
EPHB2,-6.4438434,-1.3001257,1.1648542230444743e-10,3.1748302686012154e-08,JAK1,Co-culture
DDIT4,-6.5293016,-0.7282139,6.607701175226385e-11,1.865259646035334e-08,JAK1,Co-culture
RAB27A,-6.596021,-0.8171291,4.223387334504559e-11,1.2065657888647241e-08,JAK1,Co-culture
GSDMD,-6.638758,-0.54566246,3.1633691532397104e-11,9.147537727026831e-09,JAK1,Co-culture
OASL,-6.702282,-2.031038,2.0518959591425263e-11,6.006735430023158e-09,JAK1,Co-culture
CNDP2,-6.803501,-0.8015017,1.0210661307905691e-11,3.0264400116632468e-09,JAK1,Co-culture
SERPINB6,-6.881312,-0.52427775,5.9303764771081175e-12,1.780013759812502e-09,JAK1,Co-culture
ISG20,-6.9200006,-1.7054366,4.516425525062652e-12,1.3729933596190464e-09,JAK1,Co-culture
IL1B,-6.9233513,-0.8557566,4.41082897023043e-12,1.358306188858493e-09,JAK1,Co-culture
IGFBP4,-6.964894,-0.3855599,3.286520278473162e-12,1.0253943268836266e-09,JAK1,Co-culture
PLAUR,-7.0007277,-0.47645763,2.5463668975917343e-12,8.15938538860746e-10,JAK1,Co-culture
IFI16,-7.0399275,-0.45380938,1.9233958318610105e-12,6.247611228094285e-10,JAK1,Co-culture
NNMT,-7.045559,-0.2593365,1.8471872963055686e-12,6.083403495833006e-10,JAK1,Co-culture
IDO1,-7.0934615,-2.6027153,1.307983918921735e-12,4.3682978430242505e-10,JAK1,Co-culture
APOL2,-7.127263,-1.0495723,1.0238415274134453e-12,3.468190042575374e-10,JAK1,Co-culture
SAMD9L,-7.1701865,-1.5402621,7.489569988927134e-13,2.5738070083686985e-10,JAK1,Co-culture
MSRB1,-7.1860247,-0.97071564,6.670496619198717e-13,2.3260414093299996e-10,JAK1,Co-culture
CLEC2B,-7.2519994,-0.7566468,4.1066332619538215e-13,1.4533804165290897e-10,JAK1,Co-culture
ETV7,-7.30361,-2.766317,2.801482339545021e-13,1.0064962005347204e-10,JAK1,Co-culture
SOD2,-7.326258,-0.9802496,2.366679502536402e-13,8.633646825252794e-11,JAK1,Co-culture
CFH,-7.3924346,-1.2029357,1.4416455910486176e-13,5.341296914835128e-11,JAK1,Co-culture
GBP3,-7.4076676,-1.5078372,1.2853982165700234e-13,4.837994049414031e-11,JAK1,Co-culture
HLA-DQB1,-7.724542,-2.5888884,1.1225601611400545e-14,4.436357756825495e-12,JAK1,Co-culture
SQOR,-7.7875075,-0.8983336,6.8343931790926345e-15,2.746731034960077e-12,JAK1,Co-culture
RNF213,-7.8620453,-0.92872185,3.779112781837898e-15,1.5450055566024179e-12,JAK1,Co-culture
IL11,-8.066407,-0.74844486,7.239695287373035e-16,3.0654938331105246e-13,JAK1,Co-culture
IFI27,-8.230918,-3.2593784,1.8578446523356199e-16,8.009674981124039e-14,JAK1,Co-culture
SECTM1,-8.268396,-1.728869,1.3577321106570878e-16,5.961952557018679e-14,JAK1,Co-culture
CASP1,-8.320984,-1.1286823,8.72363722277106e-17,3.902922374082026e-14,JAK1,Co-culture
HLA-DMB,-8.419488,-2.9664218,3.78132864639103e-17,1.7242858627543098e-14,JAK1,Co-culture
SERPINE1,-8.508189,-0.84944534,1.7667142408960693e-17,8.214181976495607e-15,JAK1,Co-culture
EPSTI1,-8.526215,-2.2077575,1.512149948863587e-17,7.171219917490675e-15,JAK1,Co-culture
TAP2,-8.742707,-1.0193977,2.2758998399727125e-18,1.1013497348047543e-15,JAK1,Co-culture
BASP1,-8.836139,-0.87830985,9.9083341089898e-19,4.894717049840961e-16,JAK1,Co-culture
ISG15,-9.257257,-0.7264862,2.097496691921615e-20,1.1052409235298964e-17,JAK1,Co-culture
ERAP2,-9.6101675,-1.2395836,7.243077518993517e-22,3.994136142566844e-19,JAK1,Co-culture
NUB1,-9.632087,-0.8173448,5.852841286536158e-22,3.3043469663415567e-19,JAK1,Co-culture
TMEM158,-9.977877,-0.29786366,1.904991460306862e-23,1.1017355489462515e-20,JAK1,Co-culture
APOL6,-10.689467,-1.5986826,1.1402344139770161e-26,6.759309606055751e-24,JAK1,Co-culture
APOL1,-10.919023,-1.7668766,9.349694776714417e-28,5.684614424242366e-25,JAK1,Co-culture
VAMP5,-11.147181,-0.88628495,7.391137263564248e-29,4.612069652464091e-26,JAK1,Co-culture
TAPBP,-11.301019,-0.9055956,1.2970525715761155e-29,8.312354210057527e-27,JAK1,Co-culture
ICAM1,-11.365163,-0.96552825,6.234829136409743e-30,4.1066741245152175e-27,JAK1,Co-culture
PARP14,-11.528401,-1.5906242,9.488981925998022e-31,6.4286496979790025e-28,JAK1,Co-culture
PSME1,-11.577482,-0.73153836,5.359694084669426e-31,3.7379137098729833e-28,JAK1,Co-culture
LAP3,-12.4083805,-0.870911,2.3536609817463737e-35,1.691212399974849e-32,JAK1,Co-culture
HLA-F,-12.425599,-2.4703588,1.8979904579476952e-35,1.4064109293392421e-32,JAK1,Co-culture
CTSS,-12.808759,-2.1823847,1.4645874501711153e-37,1.1202676651115317e-34,JAK1,Co-culture
BTN3A2,-12.862711,-2.0607758,7.297150111616424e-38,5.767667448221622e-35,JAK1,Co-culture
IFI35,-12.884305,-1.3070412,5.517047371814622e-38,4.5110423200161486e-35,JAK1,Co-culture
IFITM3,-13.016626,-0.8010517,9.842390357320034e-39,8.335098576884737e-36,JAK1,Co-culture
HLA-C,-13.096454,-0.2924353,3.4500321929428816e-39,3.029894939224504e-36,JAK1,Co-culture
HLA-A,-13.68109,-0.3099301,1.3170292511252627e-42,1.2011306770262397e-39,JAK1,Co-culture
B2M,-14.170759,-0.24467747,1.3899037691754155e-45,1.3182959269874982e-42,JAK1,Co-culture
JAK1,-14.262252,-2.6259253,3.76119483122706e-46,3.7160604932523355e-43,JAK1,Co-culture
GBP4,-14.298086,-2.544321,2.2491144536774145e-46,2.3187392141564718e-43,JAK1,Co-culture
PSME2,-14.3899975,-0.44421357,5.979810702114961e-47,6.445148698570453e-44,JAK1,Co-culture
BST2,-14.509831,-1.5729868,1.0497772353632043e-47,1.185348466901538e-44,JAK1,Co-culture
C1R,-14.669921,-2.3722677,1.0046183772498887e-48,1.191075548067468e-45,JAK1,Co-culture
HLA-DMA,-15.495482,-2.796446,3.7215664683512877e-54,4.6445149525024075e-51,JAK1,Co-culture
RARRES3,-15.517464,-1.8042959,2.642926741832138e-54,3.481615494573536e-51,JAK1,Co-culture
GBP2,-16.289072,-2.7124238,1.1800528763921732e-59,1.6459655179418358e-56,JAK1,Co-culture
HLA-DPB1,-16.793587,-2.2512584,2.719051730525001e-63,4.0296346646380517e-60,JAK1,Co-culture
C1S,-17.010328,-2.1278787,6.885168486663987e-65,1.088407434371843e-61,JAK1,Co-culture
HLA-E,-17.874825,-1.474443,1.8525424733590213e-71,3.1376776520206506e-68,JAK1,Co-culture
IRF1,-18.145954,-1.6075293,1.3821569322436554e-73,2.5210542444124276e-70,JAK1,Co-culture
PSMB9,-18.553608,-1.2746552,7.625832336916992e-77,1.5068644697747974e-73,JAK1,Co-culture
PSMB8,-18.713713,-0.9385328,3.8276237114915432e-78,8.250964858807952e-75,JAK1,Co-culture
UBE2L6,-19.198385,-1.1094581,3.817747409558964e-82,9.052642657546215e-79,JAK1,Co-culture
GBP1,-20.183323,-1.8228794,1.3720594695684525e-90,3.6149193491563496e-87,JAK1,Co-culture
TAP1,-21.063566,-2.05324,1.717484499757877e-98,5.090624057282348e-95,JAK1,Co-culture
HLA-DPA1,-21.582926,-3.098329,2.598940232872029e-103,8.803724400265935e-100,JAK1,Co-culture
STAT1,-21.876484,-1.5187193,4.351204086615445e-106,1.7195958550304239e-102,JAK1,Co-culture
WARS,-22.609064,-1.5297567,3.529465857266421e-113,1.6738138881500275e-109,JAK1,Co-culture
HLA-B,-22.767012,-0.8869314,9.736076184106343e-115,5.7715459619382404e-111,JAK1,Co-culture
HLA-DRB1,-23.550783,-2.8237722,1.232382341334766e-122,9.740750025909991e-119,JAK1,Co-culture
HLA-DRA,-24.25592,-2.7862039,5.726352134790541e-130,6.789163091007666e-126,JAK1,Co-culture
CD74,-26.115036,-2.184252,2.460754764331426e-150,5.834941697182678e-146,JAK1,Co-culture
ID3,8.104084,0.38137776,5.314449708960923e-16,2.8640052613382134e-13,IFNGR1,Co-culture
CAV1,8.035408,0.34111798,9.326800596884496e-16,4.807762951159243e-13,IFNGR1,Co-culture
SERPINE2,7.590021,0.42193428,3.198538013329293e-14,1.4585333340781577e-11,IFNGR1,Co-culture
SPP1,5.754724,0.58520895,8.67834022554473e-09,2.6724779665989172e-06,IFNGR1,Co-culture
AKR1C2,4.9498076,0.46542394,7.428684273909659e-07,0.00019067027845998748,IFNGR1,Co-culture
AKAP12,4.898908,0.6031556,9.63705944284423e-07,0.00023600084248295302,IFNGR1,Co-culture
AKR1B1,4.8985586,0.12540779,9.654217999682204e-07,0.00023600084248295302,IFNGR1,Co-culture
NT5DC2,4.8899765,0.3689182,1.008480379956655e-06,0.00024154633100537576,IFNGR1,Co-culture
TYMS,4.858689,0.26312944,1.1816574328744641e-06,0.00027393692827553626,IFNGR1,Co-culture
COTL1,4.843744,0.13839564,1.274150680090758e-06,0.0002850251030784156,IFNGR1,Co-culture
TRIM16,4.833536,0.39255774,1.3412889285539744e-06,0.0002972396548959985,IFNGR1,Co-culture
MGST3,4.8310194,0.28888056,1.3583592274977007e-06,0.000298235314837273,IFNGR1,Co-culture
TPM1,4.8091526,0.2165825,1.5157138125961565e-06,0.0003267327811298187,IFNGR1,Co-culture
MAD2L1,4.730933,0.43094185,2.2348987887372696e-06,0.00046485894805735204,IFNGR1,Co-culture
EI24,4.7218966,0.2785573,2.3365543986330358e-06,0.00048177719913379606,IFNGR1,Co-culture
AIP,4.6701756,0.4617016,3.0094219508372893e-06,0.0006047407906631678,IFNGR1,Co-culture
MGAT4B,4.6343436,0.3126914,3.5807218261565597e-06,0.0007075506328485362,IFNGR1,Co-culture
COLEC12,4.615518,1.1391338,3.921154584932963e-06,0.0007559220936417106,IFNGR1,Co-culture
AHSA1,4.6115155,0.26996392,3.997436877392559e-06,0.0007644130906188094,IFNGR1,Co-culture
MT-ND4L,4.5768194,0.2508944,4.720986827889859e-06,0.0008884447592295582,IFNGR1,Co-culture
EFEMP1,4.5518417,0.4204491,5.317835565353866e-06,0.0009851290384818036,IFNGR1,Co-culture
HMOX1,4.5414243,0.7562921,5.587551437921422e-06,0.0010191693822768674,IFNGR1,Co-culture
CENPW,4.495069,0.33610964,6.9547306906918775e-06,0.0012493225313461047,IFNGR1,Co-culture
PRSS23,4.4815755,0.93011767,7.409407060984856e-06,0.0013111332852990514,IFNGR1,Co-culture
RHOBTB3,4.456685,0.31823888,8.323678264490249e-06,0.001451257786820535,IFNGR1,Co-culture
YARS2,4.445341,0.4244469,8.775257081928989e-06,0.0015188240578591255,IFNGR1,Co-culture
PTGR1,4.4400096,0.117793486,8.995476893041895e-06,0.0015456575948391985,IFNGR1,Co-culture
LSM2,4.35174,0.23282276,1.3506139926519731e-05,0.002149379798239167,IFNGR1,Co-culture
CAPN2,4.329926,0.24884923,1.4915950429094356e-05,0.002342298123011161,IFNGR1,Co-culture
SPARC,4.2952824,0.33164728,1.7447126410479914e-05,0.0027217517200348665,IFNGR1,Co-culture
PLIN2,4.2794986,0.22514693,1.8731491297516312e-05,0.0028841631275760182,IFNGR1,Co-culture
HACD3,4.239646,0.35642228,2.238726035844724e-05,0.003424817533029038,IFNGR1,Co-culture
FHL2,4.235713,0.28775576,2.2782748973395436e-05,0.0034629778439561063,IFNGR1,Co-culture
OGFRL1,4.2289314,0.5753933,2.3480412467527668e-05,0.003546290066433223,IFNGR1,Co-culture
CCNB2,4.20051,0.48303565,2.6631434167121166e-05,0.003946778543567357,IFNGR1,Co-culture
VKORC1,4.1975384,0.27763963,2.6983168630649486e-05,0.0039498411345871105,IFNGR1,Co-culture
TXNRD1,4.197521,0.14642628,2.6985250666460523e-05,0.0039498411345871105,IFNGR1,Co-culture
DKK1,4.167719,1.0450475,3.076627334184002e-05,0.004475643395593316,IFNGR1,Co-culture
NOP56,4.1464643,0.2158409,3.376486243834814e-05,0.004881904988647019,IFNGR1,Co-culture
TFDP1,4.118218,0.360441,3.818133305512282e-05,0.005421292032353727,IFNGR1,Co-culture
