names,scores,logfoldchanges,pvals,pvals_adj,comparison
Z97198.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC022182.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01354,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC011477.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC010616.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC010551.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SLITRK3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SLIT1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SMUG1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SMTNL2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025741.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025674.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC026741.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC026464.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC027288.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC024337.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC027228.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CXCR6,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CXCL5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
KCNG4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000911.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025262.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025244.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025219.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025211.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
Z82173.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NXPH1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC027228.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC037459.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RAB6C,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RAB44,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CXorf36,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CXorf21,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CXXC5-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ANO1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MAPK15,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000233.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000233.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000721.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC010618.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RAB6D,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HOXD10,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC026979.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01185,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01149,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01135,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NXF3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
BLNK,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
BRWD1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NKD2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GPR12,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CYBB,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC024270.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025154.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02392,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02388,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02383,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01205,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
G2E3-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MT1A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
Z83839.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01228,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC025430.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
OCM,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001107.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001476.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001469.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001381.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000844.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000790.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001136.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GABRR1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GABRB1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC024600.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC024560.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001107.6,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
OBP2A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC026150.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SNAP91,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
BFSP2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SNCB,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ITGA9,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01596,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC011595.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC011499.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01684,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01672,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FYB2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01649,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC010904.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC011448.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC011365.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001059.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001059.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP001043.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RADIL,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000640.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000542.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP000472.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
KCNIP4-IT1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01669,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARMCX3-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
STAB1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RBBP8NL,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
STOML3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARAP1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRYM,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IGHV4-34,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GIMAP4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019330.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019209.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC018410.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZAR1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SSTR3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARPC4-TTLL3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ST6GAL2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC018695.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HORMAD2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC017074.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC016924.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC016813.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GLB1L3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015712.7,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015660.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01485,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SPEM2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SPEM1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01504,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01502,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01498,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZFHX4-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012593.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012574.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012568.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012555.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012506.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
APCS,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01480,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019068.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPIPA8,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HNRNPUL2-BSCL2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC018521.6,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GIPC3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IGHV3-41,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IGHV1OR15-6,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CSMD2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SULT2A1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
APOBEC2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015802.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SSX1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ATP2B2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ATP1A2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NOTO,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC017101.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC017091.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015971.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015921.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ATP13A5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
TREX2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZSCAN23,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC016687.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CFAP126,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CETP,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
PLXNA4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
TRIM31-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AF241725.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02243,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CHRDL1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RUNX2-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MIR202HG,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CDH23,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CELA1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CFAP58-DT,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NOS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NNAT,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02338,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02321,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02319,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01526,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRCT1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRB3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRACR2A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SPRN,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ST6GALNAC5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARRDC5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ASB18,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPBWR1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPAS4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GJC3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZDHHC22,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZDHHC15,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01467,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02232,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRLF2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CRHBP,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARX,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARSF,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ASIC2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP003774.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CST2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CST1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MBOAT4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RARRES2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NRAP,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NR5A1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GCM1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC021242.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZBTB16,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01422,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ASIC5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SPHKAP,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MDC1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CPZ,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GNG8,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ZFP3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012085.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020661.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01412,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01389,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020922.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02375,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CST6,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC022028.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01349,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SPATA42,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IZUMO1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012368.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC012349.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HNRNPCL2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HNF4A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01634,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01633,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01632,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GCSAM,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CPXCR1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CR392000.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP003123.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP003071.5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP003071.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP003064.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP005121.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01326,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01320,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GDAP1L1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01378,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
BAALC-AS2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SYNE1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AQP4-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPY,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020978.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPHS2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPHS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GHRH,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GJB5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GJB4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GJB2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AQP4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02373,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01429,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020912.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019193.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019130.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC019080.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020659.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
STMN4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ARHGDIG,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
STRA8,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
CSRP3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
APBA1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NPIPB9,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01363,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC022001.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RASGEF1A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015574.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC015563.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01580,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01568,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01555,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IGLVIVOR22-1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
IGLCOR22-1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
RASL12,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SYCP1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP005229.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SVOPL,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC021739.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC021422.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HOXB-AS2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020908.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020907.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020905.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020900.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020892.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC020743.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SYK,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AP005271.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009093.5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009145.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009133.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SLC30A2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
SLC2A4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MESTIT1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
THEG,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
PSPC1-AS2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL512274.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL451062.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL589765.5,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC027627.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC084018.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
WDR38,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC079385.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC079341.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HPSE2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL513321.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL513190.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC080162.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FGF21,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
HRC,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
MS4A6A,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC084026.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C15orf54,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL512638.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL512634.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FCER2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FCAR,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FEV,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC00700,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC00681,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC02546,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
THSD8,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
THSD4-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
GRK7,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FFAR4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC084125.4,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC084125.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
KDF1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL445647.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL445623.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL445584.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL445493.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C13orf42,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C19orf67,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009495.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
FCRL2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
BX571846.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C12orf54,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C11orf97,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NEXMIF,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NEUROG2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
NEUROD2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC01729,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009303.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009299.3,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC009227.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL626787.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
PTH2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL606469.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL603839.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL590226.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL590079.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL590006.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL591767.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
OR6B1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
OR56B1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AC078785.2,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC00891,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
LINC00871,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
AL606534.1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
PTGS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C11orf72,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
ISM1-AS1,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
C17orf77,0.0,0.0,1.0,1.0,Co-culture_vs_IFNγ
